compiler,tag,flags,target,run,time_ms
clang,clang_O3_native,"-O3 -march=native -mtune=native",simd,4,70.000
clang,clang_O3_native,"-O3 -march=native -mtune=native",simd,5,70.000
clang,clang_O3_native,"-O3 -march=native -mtune=native",simd,6,70.000
clang,clang_O3_native,"-O3 -march=native -mtune=native",simd,7,100.000
clang,clang_O3_native,"-O3 -march=native -mtune=native",simd,8,160.000
clang,clang_O3_native,"-O3 -march=native -mtune=native",simd,9,70.000
clang,clang_O3_native,"-O3 -march=native -mtune=native",simd,10,60.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",sisd,1,80.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",sisd,2,80.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",sisd,3,80.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",sisd,4,70.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",sisd,5,70.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",sisd,6,80.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",sisd,7,80.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",sisd,8,70.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",sisd,9,70.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",sisd,10,70.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",simd,1,70.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",simd,2,60.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",simd,3,60.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",simd,4,70.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",simd,5,60.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",simd,6,70.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",simd,7,70.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",simd,8,60.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",simd,9,60.000
clang,clang_Ofast_native,"-Ofast -march=native -mtune=native",simd,10,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",sisd,1,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",sisd,2,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",sisd,3,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",sisd,4,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",sisd,5,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",sisd,6,70.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",sisd,7,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",sisd,8,70.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",sisd,9,70.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",sisd,10,70.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",simd,1,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",simd,2,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",simd,3,70.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",simd,4,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",simd,5,70.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",simd,6,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",simd,7,60.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",simd,8,70.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",simd,9,70.000
clang,clang_O3_unroll_native,"-O3 -funroll-loops -march=native -mtune=native",simd,10,60.000
